STRUCTURE;3;N;1;A;3-4;A
FFIRN;1023/002;1024/002;1379/001
FIELD USE DESIGNATOR;CONTEXT QUANTITY, 000-359;ANGULAR MEASUREMENT REFERENCE, TRUE;SPEED, APPROXIMATE
