STRUCTURE;2;N;1-2;A
FFIRN;1023/046;1008/008
FIELD USE DESIGNATOR;CONTEXT QUANTITY, 01-99;UNIT OF LINEAR MEASUREMENT, FT, KF, YD, SM, NM, M, HM, KM
