STRUCTURE;1-2;AN;1;S;2-4;N
FFIRN;1302/006;1025/002;1303/001
FIELD USE DESIGNATOR;ACTUAL IFF/SIF MODES THAT HAVE IFF/SIF CODES;HYPHEN;IFF/SIF CODE
