STRUCTURE;1-3;NS;3;A
FFIRN;1023/020;1008/017
FIELD USE DESIGNATOR;CONTEXT QUANTITY, DECIMAL PT PERMITTED, 3 CHAR MAX;UNIT OF ANGULAR SPEED/VELOCITY MEASUREMENT, RPM
