STRUCTURE;1-4;AN;1-2;A
FFIRN;1390/003;1008/004
FIELD USE DESIGNATOR;CONTEXT QUANTITY, K PERMITTED, 4 CHARACTERS MAX;UNIT OF LINEAR MEASUREMENT
