STRUCTURE;2;N;2;N;1;N;1;N
FFIRN;1685/004;1685/005;1055/015;1047/025
FIELD USE DESIGNATOR;LOWEST METEOROLOGICAL ALTITUDE BAND;HIGHEST METEOROLOGICAL ALTITUDE BAND;DAYS SUPPORT REQUESTED;INTERVAL BETWEEN MET MESSAGES IN HOURS
