STRUCTURE;2;N;2;N;1;S;2;N;2;N
FFIRN;1043/017;1043/018;1025/002;1327/007;1327/008
FIELD USE DESIGNATOR;LEFT AREA BOUNDARY IN TENS OF DEGREES;RIGHT AREA BOUNDARY IN TENS OF DEGREES;HYPHEN;INNER RANGE IN THOUSANDS OF YARDS;OUTER RANGE IN THOUSANDS OF YARDS
