STRUCTURE;2-3;N;1;A;1-4;NS
FFIRN;1012/184;1053/010;1089/002
FIELD USE DESIGNATOR;Q-ROUTE NUMBER;Q-ROUTE POINT DESIGNATOR;DISTANCE IN NAUTICAL MILES FROM START POINT
