STRUCTURE;1;A;1;A;1;N;1;A;2;N
FFIRN;1246/033;1323/007;1323/008;1246/034;1012/135
FIELD USE DESIGNATOR;NATO REGIONAL IDENTIFIER;CORPS TROOPS OR DIVISION DESIGNATOR;DIVISION TROOPS OR BRIGADE DESIGNATOR;TACTICAL OBSTACLE IDENTIFIER;TACTICAL OBSTACLE NUMBER
