STRUCTURE;1;A;4;N;1;S;1;A;4;N
FFIRN;1012/226;1012/227;1025/002;1012/228;1012/209
FIELD USE DESIGNATOR;LINK 16 TRACK NO. BLOCK PART LOWER LIMIT, ONE ALPHABET;LINK 16 TRACK NO. BLOCK PART LOWER LIMIT, FOUR NUMERICS;HYPHEN;LINK 16 TRACK NO. BLOCK PART UPPER LIMIT, ONE ALPHABET;LINK 16 TRACK NO. BLOCK PART UPPER LIMIT, FOUR NUMERICS
