STRUCTURE;1;A;2;N;1-2;A;1;S;3;N
FFIRN;1026/020;1420/001;1246/003;1025/002;1012/094
FIELD USE DESIGNATOR;NATIONALITY OF BROADCAST;BROADCAST CHARACTERISTIC;BROADCAST GEOGRAPHICAL AREA;HYPHEN;MESSAGE NUMBER
