STRUCTURE;2;N;1;A;1;A;1;A;4;N;4;N
FFIRN;1096/001;1097/001;1098/001;1099/001;1234/001;1238/001
FIELD USE DESIGNATOR;UTM GRID ZONE COLUMN;UTM GRID ZONE ROW;UTM 100,000-METRE SQUARE COLUMN;UTM 100,000-METRE SQUARE ROW;UTM 10-METRE EASTING;UTM 10-METRE NORTHING
