STRUCTURE;3;N;1;A;1-3;NS;3;A
FFIRN;1023/002;1024/002;1023/020;1008/081
FIELD USE DESIGNATOR;CONTEXT QUANTITY, 000-359;ANGULAR MEASUREMENT REFERENCE, TRUE;CONTEXT QUANTITY, DECIMAL PT PERMITTED, 3 CHAR MAX;UNIT OF SPEED MEASUREMENT, KNOTS
