STRUCTURE;1;A;1-7;NS
FFIRN;1175/002;1023/087
FIELD USE DESIGNATOR;FREQUENCY MODE;CONTEXT QUANTITY, DECIMAL PT PERMITTED, 7 CHARACTERS MAX
