STRUCTURE;1;A;4;N;1;AS;5;AN;2;N
FFIRN;1403/001;1012/039;1155/001;1012/043;1012/102
FIELD USE DESIGNATOR;TARGET SYSTEM IDENTIFIER;WORLD AREA NUMBER;PROGRAM INDICATOR, BE NUMBER;INSTALLATION IDENTIFICATION SERIAL NUMBER;BASIC ENCYCLOPEDIA NUMBER SUFFIX
