STRUCTURE;3;A;1;S;4-8;A
FFIRN;1130/044;1025/002;1128/002
FIELD USE DESIGNATOR;SEARCH / ATTACK UNIT OR SURFACE ACTION GROUP QUALIFIER;HYPHEN;PHONETIC ALPHABETIC IDENTIFIER
