STRUCTURE;1-4;N;1-2;A;1;N;1;S;1;A
FFIRN;1023/012;1008/083;1023/013;1025/002;1161/002
FIELD USE DESIGNATOR;CONTEXT QUANTITY, 1-9999;UNITS OF LINEAR MEASUREMENT, METRES OR YARDS;CONTEXT QUANTITY, 0-9;HYPHEN;CARDINAL POINT
