STRUCTURE;2-3;N;1;A;1-4;NS;2;A;1-3;N
FFIRN;1012/184;1053/010;1089/005;1130/010;1217/002
FIELD USE DESIGNATOR;Q-ROUTE NUMBER;Q-ROUTE POINT DESIGNATOR;DISTANCE IN NAUTICAL MILES FROM A Q-ROUTE POINT;Q-ROUTE LATERAL DISPLACEMENT QUALIFIER;LATERAL DISPLACEMENT FROM A Q-ROUTE TRACK IN TENS OF YDS
