STRUCTURE;4;N;1;AS;5;AN
FFIRN;1012/039;1155/001;1012/043
FIELD USE DESIGNATOR;WORLD AREA NUMBER;PROGRAM INDICATOR, BE NUMBER;INSTALLATION IDENTIFICATION SERIAL NUMBER
