STRUCTURE;2;A;4;N;2;N;1;A;1;N
FFIRN;1026/002;1198/001;1012/194;1246/021;1076/003
FIELD USE DESIGNATOR;NATIONALITY;MARITIME COMMAND CODES;MINEFIELD SEQUENTIAL NUMBER;MINEFIELD SEGMENT IDENTIFIER;MINEFIELD PRIORITY
