STRUCTURE;2;N;1;A;3;N;1;A
FFIRN;1039/001;1030/002;1040/001;1030/003
FIELD USE DESIGNATOR;LATITUDE, DEGREES;LATITUDINAL HEMISPHERE;LONGITUDE, DEGREES;LONGITUDINAL HEMISPHERE
