STRUCTURE;2;N;1;A;1;A;1;A;3;N;3;N
FFIRN;1096/001;1097/001;1098/001;1099/001;1239/001;1240/001
FIELD USE DESIGNATOR;UTM GRID ZONE COLUMN;UTM GRID ZONE ROW;UTM 100,000-METRE SQUARE COLUMN;UTM 100,000-METRE SQUARE ROW;UTM 100-METRE EASTING;UTM 100-METRE NORTHING
