STRUCTURE;1;N;1;N;1;N;1;N
FFIRN;1648/003;1648/004;1648/005;1648/006
FIELD USE DESIGNATOR;LISTENING LANGUAGE PROFICIENCY LEVEL;SPOKEN LANGUAGE PROFICIENCY LEVEL;READING LANGUAGE PROFICIENCY LEVEL;WRITING LANGUAGE PROFICIENCY LEVEL
