FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;FFIRN/FUDN;STRUCTURE
1 M;ESTIMATED NUCLEAR YIELD IN KILOTONS; ; ;1104/002;1-6;NS
