FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;FFIRN/FUDN;STRUCTURE
1 M;TRADEMARK; ; ;1416/003;1-30;X
2 O;UNIT; ; ;1022/057;1-30;X
3 O;UNIT IDENTIFICATION CODE (UIC); ; ;2141/001;7-9;AN
4 O;AIRCRAFT TYPE/MODEL; ; ;1015/004;2-6;AN
