FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;FFIRN/FUDN;STRUCTURE
1 M;IJMS FILTER FUNCTION CODE; ; ;1593/008;3;A
2 M;PARTICIPATING UNIT NUMBER, LINK 11;PU;A;1625/002;2;N
;REPORTING UNIT (RU) NUMBER;RU;B;1625/015;3;N
* 3 M;LINK FILTER TYPE, INTERIM JTIDS MESSAGE SPECIFICATION; ;A;1627/002;4-9;ANB
;RANGE FILTER IN NAUTICAL MILES;RGFLTR;B;1089/007;3;N
* 4 M;IJMS FILTER CATEGORY; ; ;1628/002;2;A
