FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;FFIRN/FUDN;STRUCTURE
1 M;HEADING, DEGREES MAGNETIC; ;A ;2186/001;4;AN
;HEADING, DEGREES TRUE; ;B ;2255/001;4;AN
