FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;FFIRN/FUDN;STRUCTURE
1 M;POSITION OR POINT NAME;NAME;A;1022/018;1-20;X
;GEOGRAPHIC POSITION, GEOREF, ABBREVIATED, CENTIMINUTE; ;B;2020/001;10;AN
;GEOGRAPHIC POSITION, GEOREF, CENTIMINUTE; ;C;2018/001;12;AN
;GEOGRAPHIC POSITION, UTM 10-METRE; ;D;2086/001;13;AN
;GEOGRAPHIC POSITION, UTM 1-METRE; ;E;2089/001;15;AN
;GEOGRAPHIC POSITION, LAT/LONG, 1/10 SECOND; ;F;2355/001;20;ANS
;GEOGRAPHIC POSITION, LAT/LONG, 1/1000 MINUTE; ;G;2356/001;20;ANS
;GEOGRAPHIC POSITION, LAT/LONG, 1/100 SECOND; ;H;2337/001;22;ANS
2 M;RADIUS, FT, YD, NM, M, KM, KYD; ; ;2432/001;2-8;ANS
