FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;FFIRN/FUDN;STRUCTURE
1 M;REFERENCE SET SERIAL LETTER;REF; ;1102/006;1;A
2 M;REQUEST DESCRIPTION; ; ;1357/020;1-68;X
3 M;REQUEST STATUS COMMENT; ; ;1357/021;1-38;X
* 4 M;REFERENCED MESSAGE ACTION ADDRESSEE; ; ;1183/006;1-30;X
