FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;FFIRN/FUDN;STRUCTURE
1 M;SPEED; ; ;2063/001;4-7;ANS
2 M;DIRECTION INDICATOR; ; ;1586/001;1;A
