FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;FFIRN/FUDN;STRUCTURE
1 M;DTG, 4-DIGIT YEAR; ; ;2033/001;14;AN
2 M;LANGUAGE; ; ;1647/001;1-54;X
3 M;PW CATEGORY; ; ;1286/010;1;A
4 M;CO-OPERATION RATING; ; ;1091/001;1;A
