FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;FFIRN/FUDN;STRUCTURE
* 1 M;GEOGRAPHIC POSITION, UTM 1,000-METRE;UTM;A;2088/001;9;AN
;IFF EFFECTIVE AREA DESCRIPTION; ;B;1363/005;5-20;ANB
