FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;FFIRN/FUDN;STRUCTURE
1 M;TYPE OF AIR DEFENCE ARTILLERY MISSION; ; ;1285/027;3;A
2 M;UPPER ALTITUDE IN HUNDREDS OF FEET; ; ;1255/011;3;N
3 O;RADIUS, NAUTICAL MILES; ; ;2276/001;3-6;AN
* 4 O;PLACE NAME;NAME;A;1022/170;1-20;X
;GEOGRAPHIC POSITION, UTM 10-METRE;UTMT;B;2086/001;13;AN
;GEOGRAPHIC POSITION, UTM 100-METRE;UTMO;C;2087/001;11;AN
;GEOGRAPHIC POSITION, LAT/LONG, MINUTES;LATM;D;2023/001;11;AN
