FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;FFIRN/FUDN;STRUCTURE
1 M;SEARCH / ATTACK UNIT OR SURFACE ACTION GROUP DESIGNATOR; ; ;2376/001;8-12;AS
2 M;SEARCH/ATTACK UNIT OR SURFACE ACTION GROUP COMMANDER; ; ;1022/201;1-30;X
* 3 M;SUPPORTING UNIT NAME; ; ;1022/196;1-38;X
