FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;FFIRN/FUDN;STRUCTURE
1 M;AIRCRAFT CODE;ACLIST;A;1015/002;2-6;AN
;AIRCRAFT GENERIC CATEGORY;ACGENCAT;B;1301/001;1-4;A
2 M;NUMBER OF ENEMY AIRCRAFT DESTROYED; ; ;1044/141;1-2;N
3 M;NUMBER OF ENEMY AIRCRAFT DAMAGED; ; ;1044/140;1-2;N
