FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;FFIRN/FUDN;STRUCTURE
1 M;DOWNWIND DIRECTION IN DEGREES; ;A;1043/002;3;N
;DOWNWIND DIRECTION IN MILS; ;B;1048/004;4;N
2 M;WIND SPEED; ; ;1525/002;3;N
3 M;DETAILED AIR STABILITY CATEGORY; ;A;1313/001;1;N
;SIMPLIFIED AIR STABILITY CATEGORY; ;B;1126/001;1;A
4 M;SURFACE AIR TEMPERATURE, UNSPECIFIED UNIT OF MEASURE; ; ;1314/002;1-3;NS
5 M;RELATIVE HUMIDITY RANGE; ; ;1315/001;1;N
6 M;SIGNIFICANT WEATHER PHENOMENA; ; ;1386/006;1;AN
7 M;CLOUD COVER, DEGREE OF; ; ;1328/001;1;N
