FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;FFIRN/FUDN;STRUCTURE
1 M;REACTING ENTITY IDENTIFIER; ; ;1380/005;5-6;A
2 M;BEHAVIOUR; ; ;1734/001;3;A
