FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;FFIRN/FUDN;STRUCTURE
1 M;UNIT;UNIT;A;1022/057;1-30;X
;BASE NAME;BASE;B;1022/104;1-20;X
;ICAO BASE CODE;ICAO;C;1125/002;4;AN
* 2 M;IFF/SIF MODE AND CODE; ;A;2083/001;4-7;ANS
;IFF/SIF MODE AND CONDITION; ;B;2084/001;4-6;ANS
