FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;FFIRN/FUDN;STRUCTURE
1 M;OBSTACLE LENGTH IN METRES; ; ;1657/003;1-4;N
2 M;OBSTACLE WIDTH IN METRES; ; ;1658/005;1-4;N
3 M;OBSTACLE HEIGHT IN METRES;HT;A ;1651/005;1-2;N
;OBSTACLE DEPTH IN METRES;DEPTH;B ;1247/004;1-2;N
