FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;FFIRN/FUDN;STRUCTURE
1 M;WARNING DESIGNATOR; ; ;1022/182;1-20;A
* 2 M;WARNING SERIAL NUMBER; ; ;1012/185;3;N
