FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;FFIRN/FUDN;STRUCTURE
1 M;DTG OF STRIKE, ZULU, 4 YR; ; ;2323/013;14;AN
2 M;DTG STRIKE CANCELLED, ZULU, 4 YR; ; ;2323/014;14;AN
