FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;FFIRN/FUDN;STRUCTURE
1 M;AIR TRACK POSITION, GEOREF, ABBREVIATED, MINUTE; ;A;2019/009;6;AN
;AIR TRACK POSITION, UTM 1,000-METRE; ;B;2088/021;9;AN
2 M;DAY-TIME OF AIR TRACK; ; ;2000/020;7;AN
