FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;FFIRN/FUDN;STRUCTURE
1 M;ESTIMATED DTG OF START, 4 DIGIT YR; ; ;2033/050;14;AN
2 M;ESTIMATED DTG OF STOP, 4 DIGIT YR; ; ;2033/051;14;AN
