FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;FFIRN/FUDN;STRUCTURE
1 M;GEOGRAPHIC POSITION, UTM 10-METRE; ;A;2086/001;13;AN
;GEOGRAPHIC POSITION, LAT/LONG, SECONDS; ;B;2024/001;15;AN
2 M;COURSE, DEGREES MAGNETIC; ; ;2186/005;4;AN
* 3 M;LANDMARK DESCRIPTION; ; ;1363/049;1-30;X
* 4 M;GEOGRAPHIC POSITION, UTM 10-METRE; ;A;2086/001;13;AN
;GEOGRAPHIC POSITION, LAT/LONG, SECONDS; ;B;2024/001;15;AN
* 5 O;BEARING, DEGREES MAGNETIC; ; ;2476/001;4;AN
