FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;FFIRN/FUDN;STRUCTURE
1 M;NUMBER, 1-99; ; ;1044/293;1-2;N
* 2 M;HEIGHT IN METRES, 1-99; ; ;1651/012;1-2;N
