FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;FFIRN/FUDN;STRUCTURE
1 M;COMMUNICATION LINE NUMBER; ; ;1012/116;3-7;AN
2 M;CIRCUIT TITLE; ; ;1022/142;1-30;X
3 M;EMISSION DESIGNATOR; ; ;1128/015;2-12;AN
4 M;RADIO FREQUENCY; ; ;2064/001;3-14;ANS
