FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;FFIRN/FUDN;STRUCTURE
1 M;TARGET AREA JAMMING TYPE; ; ;1410/003;4-6;A
2 C;VICTIM FREQUENCY; ; ;2064/017;3-14;ANS
3 C;DAY-TIME START; ; ;2000/014;7;AN
4 C;DAY-TIME STOP; ; ;2000/015;7;AN
5 O;ELECTRONIC COUNTER-COUNTERMEASURES ACTION; ; ;1086/001;3-10;A
6 O;PERCENT EFFECTIVE; ; ;1064/031;1-2;N
