FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;FFIRN/FUDN;STRUCTURE
1 M;WEAPON TYPE, SHORT RANGE AIR DEFENCE SYSTEM; ; ;1407/012;3-6;AN
* 2 M;GEOGRAPHIC POSITION, UTM 10-METRE; ;A;2086/001;13;AN
;GEOGRAPHIC POSITION, LAT/LONG, SECONDS; ;B;2024/001;15;AN
;GEOGRAPHIC POSITION, GEOREF, CENTIMINUTE; ;C;2018/001;12;AN
* 3 M;SENSOR/WEAPON STATUS; ; ;1236/015;3;A
