FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;FFIRN/FUDN;STRUCTURE
1 M;LINK NET SPEED; ; ;1629/005;3-4;N
2 O;DOPPLER ON OR OFF INDICATOR; ; ;1304/005;2-3;A
3 O;LINK 11 CRYPTOGRAPHIC MODE; ; ;1624/001;1-5;AN
