FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;FFIRN/FUDN;STRUCTURE
1 M;RIGHT BANK HEIGHT ABOVE WATER LEVEL IN METRES;HAW;A;1651/009;1-4;NS
;RIGHT BANK HEIGHT ABOVE GROUND LEVEL IN METRES; ;B;1651/014;1-4;NS
2 M;LEFT BANK HEIGHT ABOVE WATER LEVEL IN METRES;HAW;A;1651/010;1-4;NS
;LEFT BANK HEIGHT ABOVE GROUND LEVEL IN METRES; ;B;1651/015;1-4;NS
