FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;FFIRN/FUDN;STRUCTURE
* 1 M;ENGINEER LOCATION TYPE; ; ;1284/015;6-8;A
* 2 M;LOCATION, UTM 10-METRE; ;A;2086/020;13;AN
;LOCATION, UTM 100-METRE; ;B;2087/020;11;AN
;LOCATION, UTM 1,000-METRE; ;C;2088/020;9;AN
;LOCATION, UTM 1-METRE; ;D;2089/020;15;AN
