FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;FFIRN/FUDN;STRUCTURE
1 M;ENDURABLE HEAD SEAS; ; ;2132/003;2-5;AN
2 M;ENDURABLE ABEAM SEAS; ; ;2132/004;2-5;AN
3 M;ENDURABLE FOLLOWING SEAS; ; ;2132/005;2-5;AN
4 M;TRUE WIND SPEED IN KNOTS; ; ;1061/018;2;N
