FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;FFIRN/FUDN;STRUCTURE
1 M;PICK-UP POINT CALL SIGN AND FREQUENCY; ; ;2051/002;5-50;X
2 O;DESTINATION CALL SIGN AND FREQUENCY; ; ;2051/003;5-50;X
