FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;FFIRN/FUDN;STRUCTURE
* 1 M;UNIT; ; ;1022/057;1-30;X
* 2 M;SPECIAL TRACK NUMBER; ; ;1625/007;4;N
