FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;FFIRN/FUDN;STRUCTURE
1 M;ICAO BASE CODE; ; ;1125/002;4;AN
2 M;NAEW AIRCRAFT ROLE; ; ;1010/003;3;A
3 M;NATO AIRBORNE EARLY WARNING CONTROL TYPE; ; ;1395/042;4-9;A
4 M;CONTROLLED AIRCRAFT CALL SIGN; ; ;1129/019;1-38;X
5 M;NUMBER OF AIRCRAFT UNDER AIRBORNE EARLY WARNING CONTROL; ; ;1044/228;1-3;N
6 M;DESIGNATED AREA NAME; ; ;1022/102;1-20;X
7 M;NUMBER OF CONTROL EVENTS; ; ;1044/218;1-3;N
