FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;FFIRN/FUDN;STRUCTURE
1 M;RIGHT INDICATOR; ; ;1027/055;2-3;A
2 M;LEFT INDICATOR; ; ;1027/056;2-3;A
