FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;FFIRN/FUDN;STRUCTURE
1 M;NATIONALITY; ;A;1026/002;2;A
;UNIT IDENTIFICATION CODE (UIC);UIC;B;2141/001;7-9;AN
* 2 M;AIRCRAFT IDENTIFIER; ; ;1015/012;3-29;X
* 3 M;NUMBER OF AIRCRAFT, 00-99; ; ;1044/003;2;N
* 4 M;SHIP NAME;SHIP;A;1022/049;1-38;X
;GEOGRAPHIC POSITION, LAT/LONG, DEGREES, VERIFIED; ;B;2042/001;10;ANS
;GEOGRAPHIC POSITION, LAT/LONG, MINUTES, VERIFIED; ;C;2043/001;14;ANS
;GEOGRAPHIC POSITION, LAT/LONG, SECONDS, VERIFIED; ;D;2044/001;18;ANS
;PLACE NAME;PLACE;E;1022/170;1-20;X
