FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;FFIRN/FUDN;STRUCTURE
1 M;REMARK INDICATOR; ; ;2269/001;4-8;X
2 O;SOURCE OF REMARK; ; ;1243/002;1-20;X
