FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;FFIRN/FUDN;STRUCTURE
1 M;BATTLEFIELD GEOMETRY TYPE; ; ;1284/012;2-5;A
2 C;BATTLEFIELD GEOMETRY TYPE NAME; ; ;1022/250;1-6;AN
