FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;FFIRN/FUDN;STRUCTURE
1 M;DTG OF EARLIEST ARRIVAL, 4 DIGIT YR; ; ;2033/026;14;AN
2 M;DTG OF LATEST DEPARTURE, 4 DIGIT YR; ; ;2033/043;14;AN
