FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;FFIRN/FUDN;STRUCTURE
1 M;SHIP DRAFT, FEET OR METRES; ; ;2357/001;2-6;ANS
2 M;SHIP LENGTH, FEET OR METRES; ; ;2266/002;2-7;ANS
3 M;SHIP BEAM, FEET OR METRES; ; ;2352/001;2-6;ANS
4 M;SHIP CARGO WEIGHT CAPACITY; ; ;2069/001;4-8;AN
