FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;FFIRN/FUDN;STRUCTURE
1 M;UNIT OF LINEAR MEASUREMENT, FT, KF, YD, SM, NM, M, HM, KM; ; ;1008/008;1-2;A
2 M;UNIT OF MEASUREMENT, DIRECTION IN DEGREES; ;A;1008/009;3;A
;UNIT OF MEASUREMENT, DIRECTION IN MILS; ;B;1008/010;3;A
3 M;UNIT OF SPEED/VELOCITY MEASUREMENT; ; ;1008/005;3;A
4 C;UNIT OF TEMPERATURE MEASURE, DEGREES CELSIUS OR FAHRENHEIT; ; ;1008/012;1;A
