FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;FFIRN/FUDN;STRUCTURE
1 M;OWN NATIONAL IDENTIFIER AND AREA CODE; ; ;2312/002;6;N
* 2 O;ACCESSIBLE NATIONAL IDENTIFIER AND AREA CODE; ; ;2312/003;6;N
