FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;FFIRN/FUDN;STRUCTURE
1 M;DEMOLITION TARGET READINESS STATUS; ; ;1236/021;2;AN
2 M;DTG, 4-DIGIT YEAR; ; ;2033/001;14;AN
3 M;ORDER BY THE DEMOLITION GUARD COMMANDER INDICATOR; ; ;1027/025;2-3;A
4 M;DEMOLITION GUARD PRESENCE INDICATOR; ; ;1027/026;2-3;A
